,username,Gender,Education,Ethnicity,about_me_text
607,Thomasmax99,M,Some college,Caucasian,"First of all. I'm not 59 years old as stated. I'm 65. All my pictures are current or within the past year. Of course, my Marine pic is a little older :) Love Country Music. I enjoy being outdoors, traveling and relaxing near tropical beaches with that special someone.In short... I love my family, I'm a true American, a former Marine and Absolutely Love, Believe, & Trust in God!Family and friends are very important to me. I have three wonderful children and six of the most amazing grand-kids. They're the world to me and steal my heart every time we're together.I always try to catch one or two MLB games every season. I think that would be the perfect first date. Hot dogs and beer, surrounded by cheering fans :) Well what do you think???I've been told that I look a lot younger than I am. I will let you be the judge of that. I like to stay active, workout and in the gym regularly. I'm definitely not one of those couch guys.I like to cook and for the most part eat healthy. I'm even pretty good at kitchen cleanup. Hope to find a woman with similar interest and is also into an active life style and loves to travel.I enjoy mechanical projects as well as woodworking. So, if you have any electrical, plumbing, A/C or any household issues, I could be your guy :)Ladies. I'm really not on here to be pen pals. I'm here to find that special woman who makes me think of her every time my heart beats. So, if you are one who only wants to text and not interested in talking or meeting up, please pass me by. We're just wasting each others time... Thank you. There's just one person for everybody.I am looking for a relationship that will last forever! And one that begins with a friendship built upon respect, trust and integrity.Wishing all you beautiful women the very best in your journey for that man in your dreams!!Remember ladies... Chivalry Still Does Exist.Raise Your Son To Be A GentlemanRaise Your Daughter To Except Nothing Less."
608,FITNESS1978,M,Associates Degree,Caucasian,"I'm Joshua and I recently moved back to Austin. I enjoy this city and all it has to offer. I'm a personal trainer, business owner and established artist. Looking to meet someone that's intelligent, fun, down to Earth with a great sense of humor. I'm educated, well travelled, goal oriented and I have my life together. Looking for real chemistry and substance! Not looking for hook-ups, or flings! Have a great day!"
609,Judw1dnot2,M,Bachelors Degree,Caucasian,I don't know where I'm goingBut I sure know where I've beenHanging on the promises and songs of yesterdayAnd I've made up my mindI ain't wasting no more timeHere I go againHere I go againThough I keep searching for an answerI never seem to find what I'm looking forOh Lord I pray you give me strength to carry on'Cause I know what it meansTo walk along the lonely street of dreamsAnd here I go again on my ownGoing down the only road I've ever knownLike a drifter I was born to walk aloneBut I've made up my mindI ain't wastin' no more timeI'm just another heart in need of rescueWaiting on love's sweet charityAnd I'm gonna hold on for the rest of my days'Cause I know what it meansTo walk along the lonely street of dreams
610,CaptainTomas,M,Some University,Caucasian,"Looking for my Royal Hyenas. I love it when a women knows what she wants and doesn’t hesitate getting it. I’m very supportive, open minded and always putting my best foot forward."
611,BenjaminJM,M,Some college,Mixed Race,Tell you later.
612,kluv76,M,Bachelors Degree,Black,"I'm fun, I'm funny and I can hold your interest but expectations will only hold you down..."
613,shieldjaguar,M,Masters Degree,Caucasian,"After 25 or so years working in the world of Information Technology I left it behind temporarily to obtained my BA in Anthropology and now am about to complete graduate school with a Masters in Anthropology with a concentration in Archaeology. I have returned to IT because it pays the bills I still do the archaeology thing and am blessed to work on a wonderful project in the beautiful country of Belize with it's fabulous people and culture.Of course, I always make time for riding my Harley through the Texas Hill Country and spending time with friends and family. Also, as much hiking as I can get in.Would love to have somebody join me for my latest adventures."
614,johnk13sa,M,Bachelors Degree,Caucasian,Hi there. Thought I’d give this a try. I’m a relaxed guy love the outdoors. Hit the gym often. Love hitting bike trails or relaxing by the pool.
615,bjeffreywallace,M,High school,Hispanic,"i work a lot but in my spare time i like to play sports and hang out with friends. i love music, all kinds of music but my favorite band of all time is Led Zeppelin. I grew up in Dallas then lived in New Mexico and Colorado for a few years now I am back in Texas but now am living in Austin."
616,I_Luv_Nachos,M,Some University,Caucasian,“He’s a beast…in the kitchen” – Food & Wine“Our go-to guy for fashion advice” – GQ“I wish he was my personal trainer.” – The Hulk“God made him so firemen would have a hero” – every fireman ever“I’m so glad she swiped right” – your momJohn Holmes once asked him where he buys his jock strapWhat else do you need to know?J/K!
617,hillcountryguy53,M,Bachelors Degree,Caucasian,"Love the lakes, spending time with friends, spontaneous travel, rarely sit still!"
618,back2txtank,M,Bachelors Degree,Caucasian,"I’ve been told that I’m quite the storyteller and while I can’t give you my whole life version in this little box, I hope to give you enough that you’ll want to hear more…I enjoy laughter and conversation, time with good friends, and a variety of music. My two children are grown. My daughter is here for now. My son lives in Indiana. I treasure the time I get with them. My friends and family would tell you that my heart is empathetic and my loyalties run deep.Although active and busy, I keep my health in mind and try to get to the gym several days a week. I am ambitious. I try to maintain a work-life balance (but it can be challenging) and recharge with music, friends, spontaneous road trips, and exploring the area.I can’t offer perfection, so I won’t ask for it either. What makes a good relationship? Laughter and fun, honesty and communication, openness and a bit of adventure. It begins as friendship and grows into something more.Let’s start our conversation and see where things go!Favorite places to go:Hill Country lakes and rivers. Spots off the beaten path. Dance halls, interesting restaurants.Favorite music and stuff:Music of all kinds -- classic rock, classic country, blues, and jazz. Things I like to do:Tubing down the Guadalupe River, boating on Canyon Lake, snorkeling in the Caribbean. Spontaneous drives, exploring little Texas hill Country towns. Seeing the latest movie. Learning new things. Backyard barbecues.Recent books:I mostly read to expand my horizons and challenge my own thinking. Occupation:I sell large scale commercial solutions for a major audio video integrator.What am I looking for?I'm looking for an incredible woman! Haha! Nobody's perfect - I certainly know I have a few little quirks. You gotta be able to laugh and like to have fun! Yes, I can be serious. Would you be okay getting together with some new circles of friends? I have quite a few friends in several intermingled circles or groups. I am looking for a friendship that evolves into a stronger relationship. Honesty and communication is important - along with a sweet and loving personality! I am enjoying life in this great state of Texas and it would be nice to have someone to enjoy it with! "
619,chicagoegypt,M,Graduate Degree,Middle Eastern,"Obviously its hard to describe one's self.I am very outgoing and a friendly person looking for friendship and fun.I have traveled a lot throughout my life and can get along with almost anyone.I was born in Argentina but I am 100% egyptian...I have lived in countries such as Rwanda, Kenya, Switzerland, France, Ireland and of course Egypt.I am told I have a great smile and I just love being around people so that's why I am here.If you like to have fun, please do get a hold of me and let's see if we're compatible :)I play soccer twice a week and that's my #1 passion and I also coach my daughter's team 2 days a week.I also like to play volleyball and in my free time, you will find me enjoying the outdoors or at home using my computer for various things.I also love to go out dancing on the weekends so if this is something you like to do, let me know as well.Please don't be a smoker or a druggie :DUpdate: I am also looking for friends for good conversations, similar hobbies and common goals so don't be shy to say hello :)"
620,adriansantoyo,M,High school,Hispanic,
621,Jfnsca906,M,Some University,Hispanic,"Love exercising, good food, craft beer/wine and traveling. Also enjoy Netflix and baseball"
622,whiskeyriver88,M,Some college,Hispanic,"See, it's this part right here that everyone hates and that's describing themselves. But what the hell, here it goes...I'm a fun, good looking, pretty sarcastic, spontaneous, and don't worry about things I can't control kinda guy. I like happy hour, dancing and having good times with family and friends! That's all for now and you wanna know more just shoot me a message! "
623,1ofakind112633,M,Masters Degree,Black,"I am an accomplished and well educated individual who has traveled all over the world(military). I am extremely confident and have a great sense of humor! I enjoy watching/playing sports, watching movies, enjoying great times with great people! I truly embrace the idea that we only have one life to live and that''s a finite amount of time, so we must enjoy life and make great memories!! Are you in or what??"
624,Ryan_Tx84,M,Bachelors Degree,Caucasian,"I am a native Texan originally from the Houston area. My job has put me in New Braunfels and I couldn't be happier! I'm a laid back guy and enjoy good company. I absolutely love live music. I like discovering bands that I've never heard of. The calendar in my kitchen has concert dates written all over it. I love golf, hunting, fishing, traveling, and ALL Houston sports teams! I work for a General Contractor and have worked for the same company since college. Im one of those guys that can be covered in dirt one day and sitting down to a nice dinner and wine the next. I love to travel and try to take at least one good trip a year. I'd be glad to share more, just contact me!"
625,stallionboy1980,M,Some college,Hispanic,I’m a family oriented man who works long hrs and comes home to workout and live a simple life. I love to travel and see new places water is my main go to lol
626,Bigtruckdriver47,M,High school,Black,Looking. Let''s chat! The only dumb question is the one you don't ask...
627,Ánthony_1,M,Graduate Degree,Hispanic,Soy una persona q adapta a cualquier situación a la q enfrenta con mente positiva
628,austinguy4444,M,Bachelors Degree,Caucasian,"*I come with 2 girls aged 9 and 6 and I’m not a weekend dad. *Well. Here I am. On POF.com. What a long, amazing road its been. I had it with the dating apps, complained to unknown numbers of strangers that the apps were shallow and ruining the whole human interaction thing...and what did I do to stand up for principles and my experiences? Solved it with another dating app. Yeah, let’s do that. Smart man. Then again, I did learn a lot. Heck, just a few days ago I went on the worst date of my whole life. I’ll spare you the details but I’ll share that lies are a terrible way to gain the affection of this man.Yes, the dating apps molded me, shaped me and taught me exactly what I didn’t want. They taught me that I too can feel bad about myself if I don’t have a standard and boundaries. They taught me that I am not in competition with any male. I’m just searching for something I lack. I don’t need or want any woman. I want the right woman. I don’t care what you look like. I care who you are. I don’t need companionship. I want a friend. I’m not desperate. I simply want someone to love that loves me back. I don’t want to go on dates. I want to spend my time with someone I like being around.I could continue that list on and on but I think you want to know about who I am. What to say? Should I write words to woo you? Or say things you want to hear? Ugh. How about some truth? Then maybe you can deduce who I am...I know you wonderful people are walking BS detectors. I’m divorced because we never should have gotten married just because we had a kid. We tried to make it work for 10 years cause that’s what you do, right? Terrible choice. We simply should never have gone that way. But now we are all happier. I believe the father is the most lacking thing our values have forgotten. Just about every statistic about crime or education or single moms involves the lack of committed dads. I believe in talking it out. I don’t need to change you, future companion. I do know how to be introspective and share my feelings. Some of my brothers can’t do that and I’m sorry for them. One of my strengths is being able to detect something needs to be talked about and not solved. That venting and talking is just about the most relaxing thing here is. Almost. I’m a super engaged dad. My kids are homeschooled. No, you don’t need to change anything for me/us. I got this. Just know I value the freedom of being able to teach my kids and give them a gift very few of us get. No, homeschool is not better - just better for us. To each their own. I am an introvert. No, it doesn’t mean I can’t stare longingly into your eyes or push up my glasses (none) with my finger or can’t confront someone that needs to be checked. It means simply that I recharge my social batteries by quiet and calm, by being around the familiar and safe. I can act like any extrovert for a time but it’s exhausting. Fellow introverts know what’s up. I want to give to you so much I can’t stand it. I want to support you 150%. When you are busy I want to run your errands. When you are sick I want to do everything to serve you. When we need time to ourselves I want to shield us. When you are growing I want to lift you up. However, I want you to do the same. I want unconditional support and to give it as well. Every relationship I’ve ever been in has taught me - THAT is the way. I can feel it. Exactly what good friends do. Can we strive for that? Fantastic. Well, that’s my spiel."
629,Rothko_Rain,M,Bachelors Degree,Caucasian,"I''m looking for a hiking, camping, paddling partner, and eventually, a life partner and lover."
630,riverratt74,M,Some University,Caucasian,New to this. Will fill out ASAP!!
631,maxtor99,M,High school,Hispanic,"Well I like to have positive conversations, I love to meet new friendly people to go out and appreciate all blessings in life.I also love the outdoors it seems to me that theres alot of great ways to get to know a unique person without the distraction of the noisy city."
632,frankson8,M,Bachelors Degree,Caucasian,"Typically couple weekly visits to gym. Enjoy challenge of exceeding PR's there, but mostly done to be better fit at fun stuff outside gym, like... Hiking, camping, exploring & developing self-sufficiency projects, hunting, homesteading, shooting, kayaking, mountain biking, etc. Accomplished hang-glider & ultralight pilot, sailor and skier, too, though it's been decades since the first and over a year now for both the last two. I do need to add some form of yoga stretching someday soon, too...Always have interesting projects and adventures here that have only just been missing being perfect for lack of that somebody special aside me to nudge with a ""Did you see that, too?!?"" for sharing all those 'Kodak moments'.Also, I've got a great sense of humor and nothing makes me happier than when I'm keeping my someone special laughing up a storm!20 years owner of unique small business, will likely retire in West Texas in a few years, out among the remote mountains near to or south of Alpine. Yes, into all that independent, self-reliance, off-grid solar 'lifestyle stuff'. Rustic, but also by creative design, thoroughly comfortable, too. BTW, My photos are current, all from this year, though my age atop profile is incorrect, I just turned 64 in April, but feel & act 20 years younger!If still reading, and now not scared off that I'm also very conservative politically, then who knows, maybe worth checking out more here. I'll only guarantee it won't likely ever be boring..."
633,islandcub2319,M,Some University,Hispanic,I'm from the island and pretty much live by that lifestyle.im very laid back and go with the flow.love to have fun and make people laugh.
634,JaA198333,M,Some college,Caucasian,"Oh hey wait I'm suppose to right something here. Can I source this out, can I get a screen writer please. I need a Oscar winning profile, wait ........ Ya not working. On a personal note, I like long walks on the beach. Looking into each other's eyes and expressing our feelings. Then pushing you in to the water, cause you looked hot !!!! Seriously though, I'm like the rabbit from Alice in wonderland. So no time to waste, we could be chill like friends, or real like Romeo and Juliet. Either way I'm good, just please don't be crazy or full of yourself ! Seriously though, 2 am messages, where we going with those ........"
635,jasoningranger,M,Associates Degree,Caucasian,"I’m gentleman first and foremost. I delight in opening the door for you and treating you like you are the only one in the room. I am a very Monogamous person and will always be honest, direct and forthcoming with you. I am a loving soul, and I’m looking for someone to share my life with. I am looking for someone who is serious about a relationship, I don’t expect to have this relationship from the moment we meet I would prefer that the person I meet here to be my best friend I would love to find a friend here that it turns into this person, that’s why we are all here right?What I am looking at in terms of this person would be someone who is kind, empathetic, loving and caring.A person that is willing to work on a relationship and I just walk away the first time there’s an argument, because in all relationships things don’t always go perfect nobody’s perfect but we can try to be better people. That’s the kind of person I’m looking for in my life, someone that has this idea of a relationship in mind."
636,lakelife73,M,Some college,Caucasian,Anything to do with water traveling around the country camping hiking with my pup
637,SATX_Gentleman,M,Bachelors Degree,Caucasian,"Searching for Long Term Romantic Relationship. Local San Antonio area only, but I do look forward to travel with you ;-)I'm a good mix of old fashioned romantic values with a modern spirit and excitement for love. Searching for that mutual sparkle in each other's eye and burning passion in each other's heart that builds into a lasting romantic relationship. I like to feel passion in a relationship and I'm looking for someone who is comfortable giving and receiving affectionI'm single with no drama or connections to past relationships. I'm an optimistic guy with a positive outlook on life and I see a world of opportunities open for the future and looking for someone to share in the joy of life and a romantic relationship. I'm not rushing to find a wife, but I am looking for a long term committed romantic relationship and open to marriage again should the sparks fly and continue to flourish between us.I like live music events, dancing, and a fun night on the town; but just as comfortable with a nice dinner and movie night, or a relaxing evening at home. When dining out I like to enjoy a glass of wine or two (generally Cabernet, but open to all good wine), or a beer (Corona, or Budweiser), or mixed drink or two (vodka and cranberry favorite)...depending the dinner and environment. I mostly listen to classic rock-n-roll. On the radio my favorite stations are 99.5, 102.7, and some 105.3; although I appreciate good country and TexMex music given the company and environment. I'm eager to travel near and far with the right partner (passport ready).Born and raised in San Antonio (McCollum High School), now living on the NE side. UTSA graduate. Retired Air Force Major and my job after the AF has been leading software engineering projects, so in that regards I'm techie; but that's my work personality. My off work personality a relaxed and easy-going personality. I'm not a needy or clingy person. I'm an even tempered guy, never quick to anger.Some of my past, that's in my past...17-year marriage ended with her passing, followed by a 2.5-year marriage that ended in a mutual, no drama, uncontested divorce I initiated. I have no living children. I was the primary care giver since birth to my only son who was disabled and passed away at 19 years old.I'm optimistic with a positive outlook and a world of opportunities open for the future for us to enjoy together!"
638,AustinGuy00,M,Graduate Degree,Caucasian,Will work on this later.
639,Yep_This_Guy,M,Some University,Hispanic,Just ask 
640,squirtc,M,Associates Degree,Black,I'll tell you later.
641,Pops02,M,Associates Degree,Caucasian,"• Proud Dad(Pops), of two adult children• Retired military and work for the government • Honest, genuine, thoughtful, caring and kind • Person of integrity and live my life as such• Take pride in being a gentleman • Don’t create, invite or associate with drama• Silver hair and heart of gold • A little bit Yankee, A little bit Y’all "
642,Yoamigos1,M,Masters Degree,Mixed Race,"I am a single Puerto Rican & Black Very Romantic Christian Male,6'Tall,Athletic Muscular Built A self proclaimed Champion Salsa Dancer. I work in Aviation and I love to travel and take romantic weekend getawaysMy job relocated me to Texas from San Jose,CAI am looking for a loving committed relationship. A very special lady that can show me around Texas and share lots of laughs and smilesListen to some live music,catch a comedy show,nice candlelit dinners,attend some cultural eventsI enjoy spending quality time and having lots of fun"
643,MarlonsFaithful,M,Some University,Black,I'm a very good man that still believes in true love and commitment between a man and a woman.Fun..Outgoing..Down to Earth..Good sense of humor..I believe communication and respect is the key.Romantic Spontaneous.Looking for a longterm relationship.
644,WaterBaby2112,M,Some University,Caucasian,"I am a hard working single Dad who would love to retire in about 6 years. I recently started playing the electric guitar and having fun with my new hobby but lately I've been playing bass guitar. Lol Ok, maybe having baby in my user name doesn't sound very manly...I tried to change it but Pof won't let me unless I pay them. Ugh!!"
645,lovemycity913,M,High school,Hispanic,Just ask??? Lol
646,DoubleTrouble3170,M,Bachelors Degree,Caucasian,KindAdventurous FaithfulSarcasticWittyGoofyWater babyHard workingCraptastic??To the one good woman reading this... you won’t be sorry if you take your time and get to know me. If you do take your time and truly see me you’ll be smiling everyday for the rest of your life. ??Single moms step to the front of the line! ????What is it with all the fake people here? ??????????????
647,pehpeh1960,M,High school,Hispanic,Talk about I'm a sheet metal mechanic austex sheet metal I've been there five years and I have 20 years experience and Sheet Metal I like to go fishing walking in the park I like to go to outdoor music venues lowrider shows I like to travel I like to take long drives in the country
648,docta1886,M,Associates Degree,Hispanic,"New to this, I'm a nurse in engineering school so trying this out to optimize my time. Grew up in the country so I can 2-step, smoke a brisket, fish, play golf, drive a stick shift, constantly coming up with random stuff to build, and I still will open a door and pump the gas ?? oh....and I don't complain....ever"
649,wes3333,M,High school,Caucasian,I Love musicLove to bikeLove to work on projectsI like cook outs Thinking of maybe having a familyWorking on getting my health backI would like to meet someone that is genuine. Who knows maybe I will find our sole mate.I'm not paying for this if you would like to talk to me text me on the no payment side. Thankyou.
650,JamesDO177,M,Some college,Caucasian,"Im looking for a really amazing lady that can appreciate a man that works hard, is honest and faithful our biggest argument should be which one of us is the lucky one !!! We will be smiling a lot ??"
651,Heart0tx,M,PhD / Post Doctoral,Caucasian,"I have tried and failed, but I have also succeeded. I have been both poor and wealthy. I am imperfectly flawed, but I am perfectly human. I simply seek the same."
652,mike6290,M,Associates Degree,Hispanic,"I love to laugh, tease, and have fun. I am a very playful, outrageous, silly and strong man. I am very confident and used to getting what I want. I want a woman who is used to the same. What ever you do for a living, must be something you absolutely LOVE! A great sense of humor is a must!I love beautiful, confident, and sexy women that are completely comfortable being feminine. My ideal woman is between 5'-0? and 5'-9? tall, in great shape with a great body, brown, black, red, or auburn hair, and beautiful eyes. Health, exercise and a healthy diet are a big part of her life. Are you gorgeous, healthy, confident, secure, optimistic, sexually open, flexible, giving, intelligent, honest, outgoing, fun, great communicator, understands men, affectionate, sexy, happy, and very feminine? I love being on the water or playing sports. Softball, basketball, Jet ski’s, boats, camping, etc. I love to to run Spartan Races, exercise, and anything that allows me to enjoy the beauty of nature."
653,texasboy320,M,High school,Hispanic,"Simple guy just looking to find happiness. don't like close minded people, and a bit of a goofball.absolutely can not live with out music specially live music  Like toPaint and draw, when inspired or when some one needs my creative sidedon't do the outdoors thing a lot lately but was raised on it luv fishing when possible.family time is my fave the San Marcos river is my heart and occasionally game if i have the time "
654,summersun303,M,High school,Mixed Race,"Things I find so interesting,..so many cat fish .but you want a good man"
655,HelloAustin,M,Bachelors Degree,Caucasian,"I want a significant significant other. My goals are my career, my hobbies are all outside."
656,natural84,M,Some University,Caucasian,Time for a new description. This old one is obviously not working.Under construction. Check back later. Still not long enough.Still not long enough.Still not long enough.Last chance POF.
657,ByTheLakeATX,M,Some University,Caucasian,"Nice guy who spends hours outdoors hiking, kayaking, camping and of course enjoying Austin and the surrounding areas. Also enjoy movies and have a huge collection and relaxing at the house.Taste in music is pretty varied but as long as there’s no screaming and the words are intelligible I’m in.Like baseball over football and hope to retire someplace tropical."
658,Scc44,M,Some college,Caucasian,"This is his daughter writing this profile (so you know it's honest and not full of fluff). My dad has been a single father for a few years now, and Lord knows he needs some help. I want to see my dad end up with someone sane, who won't put up with his bull. He's a man, there's always gonna be some bull. But more than that he is honest, fun, and the MOST down to earth person you will ever meet. We are all gonna be picky with who he talks to. He needs someone classy, sassy, and a bit smart-assy. He may come off a bit gruff at first, but he's got a true heart. Give him a chance to show you the perfect imperfections.Good hearted east Texas country boy. I live my life with my heart but I do take my brain with me. Work hard and play harder.I love life, my kids, my job, my friends. I am very happy and will keep it that way. I don't play games and don't want to be played. We all have baggage and hurt. Lets unpack and heal them together.i am looking for very a classy lady (with a hint of trashy) lol. hope that came out right. I am very social very affectionate. I have to have that ""it"" factor that you just can't explain.LAST BUT NOT LEAST... IF YOU ARE EMOTIONALLY SCREWED UP, NOT OVER EX, STILL TRYING TO DECIDE WHAT YOU WANT THEN LEAVE ME ALONE!"
659,aboh,M,Associates Degree,Black,"Cool,like to try new stuff, i don''t do drugs"
660,TTM315,M,Masters Degree,Black,-Air Force-Healthcare -Fitness ????-I love to travel. Fun facts: I have been to more countries (30) than states and I have two passports (Perks of the job)-I change up my hair frequently-And I am a nerd. Ask me how. -Introvert.. but extrovert when its showtime. -Somewhat bilingual ( not spanish ).-Dog lover. Really all animals except snakes. Unimportant Information:6ftEducation: Two Masters DegreesIG: mr_swearingen
661,Atlas_Shrugging,M,Bachelors Degree,Caucasian,"The Laws of Physics do not apply to me. I am respected by animals, children, and clergy. I invented the Internet. I designed the layout for Green Dolphin Street on the back of a****ail napkin while dictating the great American novel to my younger brother, who I'll call Hewson. I once taught a platoon of infantrymen to recite by heart poems by Walt Whitman without so much as moving their lips. Many of my peers know me only by the name “Satchmo” and will swear up and down that I am a real stand up kind of guy. I voted for Bush….twice. (I'm a Libertarian that votes occasionally R, and I did not vote for Trump...or Hillary for that matter) I pass my days making dolls for children in Africa and memorizing quotes from Victorian literature. I knit all my own socks. I coined the phrase, *It s all good* in 1987 in order to cope with the loss of my second true love (and never looked back.) I have thirteen diplomas, twelve of them honorary. Residents of Prague and Lima look to me as a pillar of strength and hygiene. I am two degrees from Kevin Bacon (two different ways), unaffected by weather, and can tell a person's eye color by talking to them on the telephone. I let the dogs out. OK, on the serious side...I'm a fairly intelligent, above average looking, slightly overworked guy. I'm looking here because it seems I never have enough time and for once I thought I'd let technology work for me instead of the other way around. I like being outdoors, whether it's on my bike or on the golf course. Live music is one of my passions; otherwise, you can find me hanging out with my friends, playing pool, throwing darts, making fun of each other, etc. I'm looking for a woman who is funny, smart, ambitious, responsible, confident, physically and emotionally healthy, happy with herself most of the time, and sweet...not necessarily in that order, a woman who's insightful and willing to fight for what she believes in, someone I can respect and always count on to do what she says. It's important to me that a woman has a handle on who she is and what she wants in life. A woman who can challenge me intellectually and make me laugh is extremely important (Is there any way to underline that in BOLD type?). Great chemistry is very important to me too - attractiveness is really only one small factor in that equation. I'm not looking for someone to make me happy or complete me...I am happy, and pretty much have all my ____ together. I'm looking for the icing on the cake. If you suffer from Trump Derangement Syndrome (Don't blame me, I voted for Gary Johnson) please move on...nothing to see here.P.S. - If you don't look like your profile, you have to buy me drinks until you do...P.P.S. I do not click on or respond to profiles without pictures (of you). If currently married or still separated, please move along."
662,CJDangerrrr,M,Some college,Caucasian,I m a jack of all trades. I have so many things I love to do I can't even start to describe them all. It's always a adventure with me so jump on board and let's find the treasure.
663,jamen35,M,High school,Caucasian,I've lived in Austin most of my life. I have a 7 year old daughter that i have every other week. I also have a miniature schnauzer. I enjoy being outdoors as much as I can. if you like the Cowboys then I'm sure we will get along. Not sure what else to put anything else you want to know ask
664,paulnbuda,M,Associates Degree,Hispanic,"From South Texas, single, have no kids, Joe Rogan podcast, fitness, cooking"
665,guyfrmtx56,M,High school,Caucasian,I am a 57 year old man and I live in Kyle TxI am looking to date a nice caring lady.I work in San Marcos and I enjoy my work.I have in my field of work for over 30 years.I love anything water related. Going to the lake and camp out and boating. Taking trips to the Ocean any of them.Taking road trips to anywhere and discover new places to shop and eat. Going out to a nice restaurant and then catch a movie. Or just stay at home and cuddleWatching Netflix. I have Two grown children and three grandchildren. I enjoy doing woodworking and handyman jobs around the house. I am just a nice guy looking for a nice Lady.
666,Otto777,M,Masters Degree,Hispanic,"Thanks for taking the time to read my profile. It is hard to describe your self in a short paragraph but here goes. My friends describe me as being funny, energetic honest and laid back. I am easy going and love to have fun. I have a great group of friends and enjoy being around them and my family. I enjoy any type of sports, either playing or watching. Because of my job, I get certain perks when it comes to going to sporting events and would love to have someone to go with. I also love the outdoors and also love to travel and see new things. I get a lot of time off and travel as much as I can. I would love to go to Europe, Africa or Australia some day.I guess I'm looking for the same things everyone else is looking for. Looking for someone who shares the same interests that I have. I love being around people. I have done the bar scene but that wears on you after a while. For the past couple of years I have been focusing on my career. Now that I have a job I enjoy, I am ready to focus on other aspects of my life. I am looking for someone who I can talk too and be myself around. Someone who is serious but also someone who knows how to have fun. Also who likes going out for a night out on the town but at the same time likes to stay at home and watch a movie. I am ok with being friends first and seeing what happens from there"
667,manofpolish,M,Some college,Black,"Been in Texas a year now originally from Cleveland, Ohio. I work full time as a bus operator in Austin. Single dad of two great kids just looking to meet a cool woman to spend some time with and see where it goes. If interested message me.."
668,IMNU2ATX,M,Bachelors Degree,Caucasian,"Sassy. Curious. Outgoing. Athletic, LeaderWhat I’m doing with my lifeRunning two businesses downtown, continuing to build my network of friendships in Austin, playing soccer and other sports, and living it up!I’m really good atMaking people laugh.. Sports. Making quick decisions. Procrastinating. Where am I headed on my next adventure and who's coming with me?.Message me if you plan on keeping me laughing and are ready for me to do the same. You're mature, but still able to throw caution to the wind and have random adventures."
669,divottaker1,M,Graduate Degree,Caucasian,"Nice guy, never married, no children. Looking for that special someone to share time together. Love to travel, see live music, outdoors activities or staying indoors and enjoy each other's company. Great sense of humor, athletic, romantic, passionate, honest and loyal."
670,atxman00,M,Some college,Mixed Race,"Single professional Austinite. I've lived in Austin most of life. I’m a pretty laid back easy person to get along with. I enjoy music, outdoors, and anything that has to do with water. I am out here looking to date and hopefully lead to something that can be long term. I have a house in south austin."
671,RoustAJim,M,Bachelors Degree,Caucasian,"Native Texas, but not native Austinite.Why not live a life from which you don’t constantly feel the need to escape? You aren’t a coal miner or sugar cane harvester after all.You don’t have to do everything, be everywhere, or drive it all to conclusion when you are with me. Float on with me (not a drug reference, LOL)Is s*x now a thing of the past for people our age? Why are you looking for a man? To go to sporting events, to drive the motorcycle? I don’t own a motorcycle, although I can replace the clutch if needed. I like sports, but they are not an end-all be-all. If you want a man who is your compliment rather than your doppelgänger, write to me the words “yes Sir”“Something kind of hit me today I looked at you and wondered If you saw things my way?People will hold us to blameIt hit me today It hit me today...”"
672,Hawgfrio,M,High school,Caucasian,Trying something different. I’m s simple type of man I have worked the same job for twenty nine years I like to be outdoors I ride my Harley from time to time I love to fish and have a great Bass boat to do it with. I believe in trusting and good friends. I am a Bass fishing guide and for fun I like to play poker. I’m mom and dad to a four year old daughter who is amazing. I am looking for the real deal.
673,a_Boy_Scout,M,Masters Degree,Caucasian,"I’m happy, healthy, very spontaneous and fun-loving but with high standards of morals and integrity. No drama here and expecting the same from you.People describe me as fun and humorous. Although I like to travel there is no place like home.Looking for a soulmate who is caring and compassionate who would like to share this journey we call life!If you are like to fish and have posted a picture of yourself holding a fish, a word of advice, don't let this catch slip away."
674,travisral79,M,Bachelors Degree,Caucasian,Outside activities
675,mtcole,M,Masters Degree,Native American,"This is really new to me but i will give it a go. I'm a simple me and i'm looking for a woman with a good heart for a serious relationship. I love to go to the beach for fun and just feel nature, i love watching sports(soccer and basket ball) and i'm very passionate about my work and my only son. I listen to virtually all kinds of songs except rock though and i could be very adventurous as well. I hope i find my soulmate here and i wish you guys luck as well, happy fishing !The violation of privacy can be punished by law (UCC 1-308- 1 1 308-103 and the Rome Statute). NOTE: plenty of fish is now a public entity. All members must post a note like this. If you do not publish a statement at least once it will be tacitly understood that you are allowing the use of your photos, as well as the information contained in your profile status updates. I DO NOT GIVE MY PERMISSION."
676,gene66800,M,High school,Hispanic,"Hi I’m looking for friends , I am a hispanic male average weight height average looks . I like all kinds of music and I mean all kinds . I like camping , concerts , movies , bike riding , fishing , swimmimg , playing pool , I drink socially . I am some what quiet but have a wild side at times but generally easy going and love to be with my partner/friend all the time but respect their space . I’m not a leach like some of these guys who want a mama figure to take care of them I do well on my own get what I need or if somebody needs something or help I am the kind to give a hand . Not into drama and like a female with a plan ."
677,mrluverman1014,M,Associates Degree,Black,I like to work Monday threw Friday weekends off 2 enjoy them I like to travel I like going out even if it''s just 2 set down and eat I am a libra and I do believe in being loyal and faithful to minds if I do something wrong and it upsets here I will ask 4 forgiveness and apologize 4 wat I done wrong tha rested of me want''s to be luved and luv back. And yes I do want someone I can call my own someone I can paper and be good 2 all my days so please lady''s don''t be a stranger.
